source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס,address_match_status,address_query,unresolved_reason
K20:388,K20,388,478,אכסאל,10,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,478,אכסאל,,direct_address_geocode_needed,automatic_code_match,692,455,454,1,4,1,437,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,4,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:389,K20,389,478,אכסאל,11,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,478,אכסאל,,direct_address_geocode_needed,automatic_code_match,694,446,440,6,1,0,412,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,1,0,0,1,0,0,0,14,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:390,K20,390,478,אכסאל,12,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,478,אכסאל,,direct_address_geocode_needed,automatic_code_match,651,454,451,3,6,0,425,0,0,0,0,0,1,0,0,2,0,4,4,1,0,0,1,0,0,0,0,0,0,7,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:391,K20,391,478,אכסאל,13,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,478,אכסאל,,direct_address_geocode_needed,automatic_code_match,620,431,427,4,1,0,407,0,0,0,0,0,0,0,0,1,0,7,3,0,0,0,2,0,0,0,0,0,0,6,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:469,K20,469,529,אעבלין,1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,681,443,439,4,33,0,345,0,0,0,2,0,0,0,1,5,10,8,25,0,0,1,3,0,0,0,0,0,1,5,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:470,K20,470,529,אעבלין,2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,658,356,356,0,49,1,239,1,0,0,0,0,0,0,1,8,9,11,19,0,0,1,5,3,0,2,1,0,1,5,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:471,K20,471,529,אעבלין,3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,721,404,395,9,49,2,255,0,0,0,1,0,0,0,0,17,13,12,41,0,0,0,1,1,0,0,0,0,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:472,K20,472,529,אעבלין,4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,686,466,461,5,39,1,369,0,0,0,0,0,0,0,0,2,4,12,26,0,0,0,3,2,0,0,0,0,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:473,K20,473,529,אעבלין,5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,632,394,389,5,49,1,287,0,1,0,0,0,0,0,0,5,6,6,28,0,0,0,1,3,0,0,0,0,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:474,K20,474,529,אעבלין,6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,720,445,444,1,61,0,312,0,0,0,0,0,0,0,4,7,14,3,26,0,0,0,5,2,0,0,2,0,0,8,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:475,K20,475,529,אעבלין,7,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,666,390,385,5,8,0,350,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,1,0,0,0,0,1,11,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:476,K20,476,529,אעבלין,8,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,683,432,431,1,20,0,370,0,0,0,0,0,0,0,2,0,4,11,13,0,0,0,3,1,1,1,1,0,0,4,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:477,K20,477,529,אעבלין,9,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,622,361,361,0,30,0,266,0,0,0,0,0,0,0,1,4,5,3,24,0,0,0,4,10,0,1,3,0,0,10,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:478,K20,478,529,אעבלין,10,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,677,391,389,2,44,0,312,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,4,1,1,0,0,1,0,6,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:479,K20,479,529,אעבלין,11,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,600,341,337,4,19,0,291,1,0,1,0,0,0,0,0,4,2,2,9,0,0,1,1,0,0,0,0,0,0,6,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:480,K20,480,529,אעבלין,12,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,529,אעבלין,,direct_address_geocode_needed,automatic_code_match,694,487,484,3,35,0,433,0,0,0,0,0,0,0,0,7,2,3,3,0,0,0,0,0,1,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:985,K20,985,6000,באקה אל-גרביה,1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,771,491,486,5,4,0,441,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,1,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:986,K20,986,6000,באקה אל-גרביה,2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,706,418,418,0,5,0,391,0,0,0,0,0,0,0,1,0,1,2,14,0,0,0,0,0,1,3,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:987,K20,987,6000,באקה אל-גרביה,3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,732,443,436,7,6,2,414,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,1,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:988,K20,988,6000,באקה אל-גרביה,4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,728,430,425,5,5,1,410,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:989,K20,989,6000,באקה אל-גרביה,5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,693,414,408,6,6,0,390,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:990,K20,990,6000,באקה אל-גרביה,6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,751,519,515,4,22,0,478,0,0,0,0,0,0,0,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:991,K20,991,6000,באקה אל-גרביה,7,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,673,416,414,2,6,0,391,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2,1,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:992,K20,992,6000,באקה אל-גרביה,8,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,613,388,388,0,12,0,365,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:993,K20,993,6000,באקה אל-גרביה,9,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,655,406,402,4,5,1,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:994,K20,994,6000,באקה אל-גרביה,10,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,618,345,344,1,12,0,320,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:995,K20,995,6000,באקה אל-גרביה,11,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,691,387,382,5,9,0,367,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:996,K20,996,6000,באקה אל-גרביה,12,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,708,430,426,4,25,0,386,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,1,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:997,K20,997,6000,באקה אל-גרביה,13,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,653,386,386,0,18,0,347,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,2,0,0,0,0,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:998,K20,998,6000,באקה אל-גרביה,14,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,702,453,450,3,14,0,422,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:999,K20,999,6000,באקה אל-גרביה,15,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,670,406,406,0,16,0,378,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1000,K20,1000,6000,באקה אל-גרביה,16,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,756,493,492,1,6,0,476,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1001,K20,1001,6000,באקה אל-גרביה,17,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,719,442,440,2,9,0,423,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1002,K20,1002,6000,באקה אל-גרביה,18,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,672,402,397,5,11,0,378,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1003,K20,1003,6000,באקה אל-גרביה,19,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,693,429,427,2,17,0,407,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1004,K20,1004,6000,באקה אל-גרביה,20,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,682,421,420,1,12,0,391,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,2,0,0,0,1,1,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1005,K20,1005,6000,באקה אל-גרביה,21,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,533,331,328,3,8,0,311,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1006,K20,1006,6000,באקה אל-גרביה,22,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,724,466,460,6,10,0,416,0,0,1,0,0,0,0,0,0,0,0,22,0,1,0,7,1,0,0,0,1,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1007,K20,1007,6000,באקה אל-גרביה,23,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,648,347,344,3,6,0,330,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1008,K20,1008,6000,באקה אל-גרביה,24,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,6000,באקה אל-גרביה,,direct_address_geocode_needed,automatic_code_match,619,431,428,3,15,0,402,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,0,0,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1345,K20,1345,480,בית ג'ן,1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,672,372,372,0,160,0,20,0,0,0,13,0,1,0,0,33,46,16,34,0,0,0,0,12,0,0,0,0,0,37,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1346,K20,1346,480,בית ג'ן,2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,697,384,378,6,223,0,16,0,0,0,5,0,0,0,0,29,35,16,20,0,0,0,0,17,0,0,1,1,0,15,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1347,K20,1347,480,בית ג'ן,3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,659,382,377,5,190,0,24,0,0,0,6,0,0,0,0,36,58,18,24,0,0,0,2,8,0,0,0,8,0,3,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1348,K20,1348,480,בית ג'ן,4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,693,333,325,8,170,0,21,0,0,0,3,0,0,0,0,27,38,12,16,0,0,0,2,9,0,0,1,22,0,4,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1349,K20,1349,480,בית ג'ן,5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,641,291,286,5,147,0,16,0,0,0,6,0,0,0,0,28,34,13,9,0,0,0,1,7,0,0,1,16,0,8,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1350,K20,1350,480,בית ג'ן,6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,677,366,362,4,197,0,20,0,0,0,6,0,0,0,0,32,49,11,21,0,0,0,0,5,0,0,1,5,0,15,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1351,K20,1351,480,בית ג'ן,7,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,687,298,291,7,119,0,37,0,0,0,3,0,0,0,0,43,53,12,12,0,0,0,1,4,0,0,0,4,2,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1352,K20,1352,480,בית ג'ן,8,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,609,386,385,1,192,0,15,0,0,0,14,0,0,0,0,32,27,21,51,0,0,0,0,19,0,2,2,5,0,5,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1353,K20,1353,480,בית ג'ן,9,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,624,374,373,1,202,0,10,0,0,0,7,0,0,0,0,38,39,12,21,0,0,0,1,16,0,0,5,14,1,7,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1354,K20,1354,480,בית ג'ן,10,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,634,329,328,1,159,0,14,0,0,0,4,0,0,0,0,42,77,9,9,0,0,0,0,6,0,0,2,6,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1355,K20,1355,480,בית ג'ן,11,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,586,317,314,3,49,0,19,0,0,0,4,0,0,0,0,26,155,34,15,0,0,0,0,11,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:1356,K20,1356,480,בית ג'ן,12,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,480,בית ג'ן,,direct_address_geocode_needed,automatic_code_match,640,350,347,3,94,0,30,0,0,1,2,0,0,0,0,40,116,33,10,0,0,0,1,11,0,0,1,4,0,4,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:2020,K20,2020,1292,ג'דיידה-מכר,1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1292,ג'דיידה-מכר,,direct_address_geocode_needed,automatic_code_match,425,283,283,0,6,0,267,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,3,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K20:2021,K20,2021,1292,ג'דיידה-מכר,2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1292,ג'דיידה-מכר,,direct_address_geocode_needed,automatic_code_match,675,438,438,0,3,0,431,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
