source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס,unresolved_reason
K17:128,K17,128,,מעטפות כפולות,2280,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1203,1189,14,194,2,2,0,7,0,2,50,3,104,4,26,340,0,81,107,74,4,2,18,0,0,2,0,0,1,2,57,0,38,69,Non-geographic row is counted but not mapped
K17:129,K17,129,,מעטפות כפולות,2290,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1200,1179,21,184,4,7,1,5,0,1,90,3,114,1,8,291,0,78,118,69,2,18,6,0,0,2,0,0,1,2,56,0,47,71,Non-geographic row is counted but not mapped
K17:130,K17,130,,מעטפות כפולות,2300,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1202,1186,16,157,10,2,0,6,0,5,65,7,121,4,13,265,0,105,128,72,1,9,7,0,0,0,0,1,1,0,69,1,40,97,Non-geographic row is counted but not mapped
K17:131,K17,131,,מעטפות כפולות,2310,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1201,1183,18,181,13,2,0,5,0,5,56,8,107,3,9,300,0,119,120,50,2,11,10,2,0,1,0,0,3,1,53,0,43,79,Non-geographic row is counted but not mapped
K17:132,K17,132,,מעטפות כפולות,2320,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1202,1178,24,185,37,4,2,4,2,2,63,2,106,3,7,234,0,109,127,73,1,3,5,1,0,2,1,4,2,1,53,0,28,117,Non-geographic row is counted but not mapped
K17:133,K17,133,,מעטפות כפולות,2330,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1209,1191,18,150,69,5,0,7,0,12,40,4,142,1,16,280,0,106,107,49,2,6,14,1,0,2,0,1,1,1,70,0,35,70,Non-geographic row is counted but not mapped
K17:134,K17,134,,מעטפות כפולות,2340,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1201,1177,24,154,11,7,1,9,0,7,58,8,128,3,13,272,0,107,113,65,1,10,9,0,1,2,0,0,0,0,55,0,34,109,Non-geographic row is counted but not mapped
K17:135,K17,135,,מעטפות כפולות,2350,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1203,1189,14,162,17,2,0,5,0,3,43,4,174,4,16,306,0,94,114,78,2,2,11,0,1,0,0,0,1,0,39,0,38,73,Non-geographic row is counted but not mapped
K17:136,K17,136,,מעטפות כפולות,2360,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1175,1113,62,157,32,4,0,4,1,4,35,5,111,3,5,273,0,109,103,59,1,7,8,0,0,0,0,2,3,1,61,0,48,77,Non-geographic row is counted but not mapped
K17:137,K17,137,,מעטפות כפולות,2370,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1203,1189,14,174,9,3,0,10,0,6,57,3,137,4,19,313,0,68,125,58,3,7,14,1,0,0,0,2,2,0,54,1,46,73,Non-geographic row is counted but not mapped
K17:138,K17,138,,מעטפות כפולות,2380,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,476,468,8,66,8,3,0,3,0,4,22,4,45,0,4,111,0,37,46,23,2,0,5,0,0,1,0,0,0,0,35,0,21,28,Non-geographic row is counted but not mapped
K17:139,K17,139,,מעטפות כפולות,2390,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1201,1177,24,153,67,6,3,2,0,7,47,7,98,2,14,292,1,88,118,59,5,19,10,1,1,0,0,1,0,1,59,0,38,78,Non-geographic row is counted but not mapped
K17:140,K17,140,,מעטפות כפולות,2400,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1200,1177,23,173,11,1,0,6,0,8,44,9,119,5,16,285,0,107,119,76,1,1,12,1,4,0,0,0,2,0,74,1,44,58,Non-geographic row is counted but not mapped
K17:141,K17,141,,מעטפות כפולות,2410,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1190,1169,21,163,46,7,0,6,0,8,48,8,123,8,12,267,0,96,125,57,0,4,9,0,1,0,1,0,0,0,75,0,35,70,Non-geographic row is counted but not mapped
K17:142,K17,142,,מעטפות כפולות,2420,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1203,1173,30,177,28,3,1,2,4,2,40,3,97,4,5,363,0,98,112,62,1,0,14,0,0,0,0,0,0,0,52,0,42,63,Non-geographic row is counted but not mapped
K17:143,K17,143,,מעטפות כפולות,2430,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1202,1176,26,174,11,1,0,4,3,7,56,8,127,3,5,261,1,102,124,58,1,7,22,0,1,1,0,1,2,0,63,0,62,71,Non-geographic row is counted but not mapped
